minfd,minfddesc,majfd,majfddesc,Coded unit,fdgp,fd gp description
12303,TAKEAWAY FISH PRODUCTS,123,FISH PRODUCTS NOT FROZEN,oz,118127.0,"FISH AND FISH PRODUCTS, CONVENIENCE"
12701,FROZEN CONV FISH PRODS,127,FROZEN CONV FISH PRODUCTS,oz,100127.0,ALL FISH
12701,FROZEN CONV FISH PRODS,127,FROZEN CONV FISH PRODUCTS,oz,118127.0,"FISH AND FISH PRODUCTS, CONVENIENCE"
12901,EGGS,129,EGGS,egg,129129.0,EGGS
13501,BUTTER NEW ZEALAND,135,BUTTER,oz,135148.0,ALL FATS
13502,BUTTER DANISH,135,BUTTER,oz,135148.0,ALL FATS
13503,BUTTER UK,135,BUTTER,oz,135148.0,ALL FATS
13504,ALL OTHER BUTTER,135,BUTTER,oz,135148.0,ALL FATS
13801,MARGARINE SOFT,138,MARGARINE,oz,135148.0,ALL FATS
13802,MARGARINE OTHER,138,MARGARINE,oz,135148.0,ALL FATS
13901,LARD & COMPOUND COOKING FAT,139,LARD & COMPOUND COOKING FAT,oz,135148.0,ALL FATS
13901,LARD & COMPOUND COOKING FAT,139,LARD & COMPOUND COOKING FAT,oz,139148.0,OTHER FATS
14301,VEGETABLE COOKING OILS,143,VEGETABLE & SALAD OILS,floz,135148.0,ALL FATS
14301,VEGETABLE COOKING OILS,143,VEGETABLE & SALAD OILS,floz,139148.0,OTHER FATS
14301,VEGETABLE COOKING OILS,143,VEGETABLE & SALAD OILS,floz,143148.0,OILS AND OTHER FATS
14302,SALAD OILS,143,VEGETABLE & SALAD OILS,floz,135148.0,ALL FATS
14302,SALAD OILS,143,VEGETABLE & SALAD OILS,floz,139148.0,OTHER FATS
14302,SALAD OILS,143,VEGETABLE & SALAD OILS,floz,143148.0,OILS AND OTHER FATS
14303,VEGETABLE & SALAD OILS,143,VEGETABLE & SALAD OILS,floz,135148.0,ALL FATS
14303,VEGETABLE & SALAD OILS,143,VEGETABLE & SALAD OILS,floz,139148.0,OTHER FATS
14303,VEGETABLE & SALAD OILS,143,VEGETABLE & SALAD OILS,floz,143148.0,OILS AND OTHER FATS
14801,ALL OTHER FATS INC LOW FAT SPREADS,148,ALL OTHER FATS,oz,135148.0,ALL FATS
14801,ALL OTHER FATS INC LOW FAT SPREADS,148,ALL OTHER FATS,oz,139148.0,OTHER FATS
14801,ALL OTHER FATS INC LOW FAT SPREADS,148,ALL OTHER FATS,oz,143148.0,OILS AND OTHER FATS
14802,REDUCED FAT SPREADS,148,ALL OTHER FATS,oz,135148.0,ALL FATS
14802,REDUCED FAT SPREADS,148,ALL OTHER FATS,oz,139148.0,OTHER FATS
14802,REDUCED FAT SPREADS,148,ALL OTHER FATS,oz,143148.0,OILS AND OTHER FATS
14803,LOW-FAT SPREADS,148,ALL OTHER FATS,oz,135148.0,ALL FATS
14803,LOW-FAT SPREADS,148,ALL OTHER FATS,oz,139148.0,OTHER FATS
14803,LOW-FAT SPREADS,148,ALL OTHER FATS,oz,143148.0,OILS AND OTHER FATS
14804,OTHER FATS,148,ALL OTHER FATS,oz,135148.0,ALL FATS
14804,OTHER FATS,148,ALL OTHER FATS,oz,139148.0,OTHER FATS
14804,OTHER FATS,148,ALL OTHER FATS,oz,143148.0,OILS AND OTHER FATS
14805,SUET & DRIPPING (SUET ONLY 72-75),148,ALL OTHER FATS,oz,135148.0,ALL FATS
14805,SUET & DRIPPING (SUET ONLY 72-75),148,ALL OTHER FATS,oz,139148.0,OTHER FATS
14805,SUET & DRIPPING (SUET ONLY 72-75),148,ALL OTHER FATS,oz,143148.0,OILS AND OTHER FATS
14806,DRIPPING,148,ALL OTHER FATS,oz,135148.0,ALL FATS
14806,DRIPPING,148,ALL OTHER FATS,oz,139148.0,OTHER FATS
14806,DRIPPING,148,ALL OTHER FATS,oz,143148.0,OILS AND OTHER FATS
14807,OTHER FATS N.E.S.,148,ALL OTHER FATS,oz,135148.0,ALL FATS
14807,OTHER FATS N.E.S.,148,ALL OTHER FATS,oz,139148.0,OTHER FATS
14807,OTHER FATS N.E.S.,148,ALL OTHER FATS,oz,143148.0,OILS AND OTHER FATS
15001,SUGAR,150,SUGAR,oz,150154.0,SUGAR AND PRESERVES
15101,JAMS  JELLIES  FRUIT  CURDS,151,JAMS JELLIES & FRUIT CURDS,oz,150154.0,SUGAR AND PRESERVES
15101,JAMS  JELLIES  FRUIT  CURDS,151,JAMS JELLIES & FRUIT CURDS,oz,151154.0,PRESERVES
15201,MARMALADE,152,MARMALADE,oz,150154.0,SUGAR AND PRESERVES
15201,MARMALADE,152,MARMALADE,oz,151154.0,PRESERVES
15301,SYRUP & TREACLE,153,SYRUP AND TREACLE,oz,150154.0,SUGAR AND PRESERVES
15301,SYRUP & TREACLE,153,SYRUP AND TREACLE,oz,151154.0,PRESERVES
15401,HONEY,154,HONEY,oz,150154.0,SUGAR AND PRESERVES
15401,HONEY,154,HONEY,oz,151154.0,PRESERVES
15501,POTS PREV YRS CROP PURCH JAN-AUG,155,POTATOES,oz,155161.0,POTATOES
15501,POTS PREV YRS CROP PURCH JAN-AUG,155,POTATOES,oz,155208.0,ALL VEGETABLES
15502,POTS CURR YRS CROP PURCH JAN-AUG,155,POTATOES,oz,155161.0,POTATOES
15502,POTS CURR YRS CROP PURCH JAN-AUG,155,POTATOES,oz,155208.0,ALL VEGETABLES
15503,POTS CURR YRS CROP PURCH SEPT-DEC,155,POTATOES,oz,155161.0,POTATOES
15503,POTS CURR YRS CROP PURCH SEPT-DEC,155,POTATOES,oz,155208.0,ALL VEGETABLES
15601,POTS PREV YRS CROP LOOSE PURCH JAN-AUG,156,POTS PREV YRS CROP NOT P/P PURCH JAN/AUG,oz,155161.0,POTATOES
15601,POTS PREV YRS CROP LOOSE PURCH JAN-AUG,156,POTS PREV YRS CROP NOT P/P PURCH JAN/AUG,oz,155208.0,ALL VEGETABLES
15601,POTS PREV YRS CROP LOOSE PURCH JAN-AUG,156,POTS PREV YRS CROP NOT P/P PURCH JAN/AUG,oz,156159.0,POTATOES PURCHASED JAN/AUG
15602,POTS PREV YRS CROP UNSPEC PURCH JAN-AUG,156,POTS PREV YRS CROP NOT P/P PURCH JAN/AUG,oz,155161.0,POTATOES
15602,POTS PREV YRS CROP UNSPEC PURCH JAN-AUG,156,POTS PREV YRS CROP NOT P/P PURCH JAN/AUG,oz,155208.0,ALL VEGETABLES
15602,POTS PREV YRS CROP UNSPEC PURCH JAN-AUG,156,POTS PREV YRS CROP NOT P/P PURCH JAN/AUG,oz,156159.0,POTATOES PURCHASED JAN/AUG
15701,POTS PREV YRS CROP P/P PURCH JAN/AUG,157,POTS PREV YRS CROP P/P PURCH JAN/AUG,oz,155161.0,POTATOES
15701,POTS PREV YRS CROP P/P PURCH JAN/AUG,157,POTS PREV YRS CROP P/P PURCH JAN/AUG,oz,155208.0,ALL VEGETABLES
15701,POTS PREV YRS CROP P/P PURCH JAN/AUG,157,POTS PREV YRS CROP P/P PURCH JAN/AUG,oz,156159.0,POTATOES PURCHASED JAN/AUG
15801,POTS CURR YRS CROP LOOSE PURCH JAN-AUG,158,POTS CURR YRS CROP NOT P/P PURCH JAN/AUG,oz,155161.0,POTATOES
15801,POTS CURR YRS CROP LOOSE PURCH JAN-AUG,158,POTS CURR YRS CROP NOT P/P PURCH JAN/AUG,oz,155208.0,ALL VEGETABLES
15801,POTS CURR YRS CROP LOOSE PURCH JAN-AUG,158,POTS CURR YRS CROP NOT P/P PURCH JAN/AUG,oz,156159.0,POTATOES PURCHASED JAN/AUG
15802,POTS CURR YRS CROP UNSPEC PURCH JAN-AUG,158,POTS CURR YRS CROP NOT P/P PURCH JAN/AUG,oz,155161.0,POTATOES
15802,POTS CURR YRS CROP UNSPEC PURCH JAN-AUG,158,POTS CURR YRS CROP NOT P/P PURCH JAN/AUG,oz,155208.0,ALL VEGETABLES
15802,POTS CURR YRS CROP UNSPEC PURCH JAN-AUG,158,POTS CURR YRS CROP NOT P/P PURCH JAN/AUG,oz,156159.0,POTATOES PURCHASED JAN/AUG
15901,POTS CURR YRS CROP P/P PURCH JAN/AUG,159,POTS CURR YRS CROP P/P PURCH JAN/AUG,oz,155161.0,POTATOES
15901,POTS CURR YRS CROP P/P PURCH JAN/AUG,159,POTS CURR YRS CROP P/P PURCH JAN/AUG,oz,155208.0,ALL VEGETABLES
15901,POTS CURR YRS CROP P/P PURCH JAN/AUG,159,POTS CURR YRS CROP P/P PURCH JAN/AUG,oz,156159.0,POTATOES PURCHASED JAN/AUG
16001,POTS CURR YRS CROP LOOSE PURCH SEPT-DEC,160,POTS CURR YRS CROP NOT P/P PURCH SEP/DEC,oz,155161.0,POTATOES
16001,POTS CURR YRS CROP LOOSE PURCH SEPT-DEC,160,POTS CURR YRS CROP NOT P/P PURCH SEP/DEC,oz,155208.0,ALL VEGETABLES
16002,POTS CURR YRS CROP UNSPEC PURCH SEP-DEC,160,POTS CURR YRS CROP NOT P/P PURCH SEP/DEC,oz,155161.0,POTATOES
16002,POTS CURR YRS CROP UNSPEC PURCH SEP-DEC,160,POTS CURR YRS CROP NOT P/P PURCH SEP/DEC,oz,155208.0,ALL VEGETABLES
16101,POTS CURR YRS CROP P/P PURCH SEP/DEC,161,POTS CURR YRS CROP P/P PURCH SEP/DEC,oz,155161.0,POTATOES
16101,POTS CURR YRS CROP P/P PURCH SEP/DEC,161,POTS CURR YRS CROP P/P PURCH SEP/DEC,oz,155208.0,ALL VEGETABLES
16201,CABBAGES  FRESH,162,CABBAGES FRESH,oz,155208.0,ALL VEGETABLES
16201,CABBAGES  FRESH,162,CABBAGES FRESH,oz,162164.0,"CABBAGE, BRUSSEL SPROUTS & CAULIFLOWER"
16201,CABBAGES  FRESH,162,CABBAGES FRESH,oz,162171.0,FRESH GREEN VEGETABLES
16301,BRUSSELS  FRESH,163,BRUSSELS FRESH,oz,155208.0,ALL VEGETABLES
16301,BRUSSELS  FRESH,163,BRUSSELS FRESH,oz,162164.0,"CABBAGE, BRUSSEL SPROUTS & CAULIFLOWER"
16301,BRUSSELS  FRESH,163,BRUSSELS FRESH,oz,162171.0,FRESH GREEN VEGETABLES
16401,CAULIFLOWERS  FRESH,164,CAULIFLOWERS FRESH,oz,155208.0,ALL VEGETABLES
16401,CAULIFLOWERS  FRESH,164,CAULIFLOWERS FRESH,oz,162164.0,"CABBAGE, BRUSSEL SPROUTS & CAULIFLOWER"
16401,CAULIFLOWERS  FRESH,164,CAULIFLOWERS FRESH,oz,162171.0,FRESH GREEN VEGETABLES
16701,LEAFY SALADS FRESH,167,LEAFY SALADS FRESH,oz,155208.0,ALL VEGETABLES
16701,LEAFY SALADS FRESH,167,LEAFY SALADS FRESH,oz,162171.0,FRESH GREEN VEGETABLES
16801,PEAS  FRESH,168,PEAS FRESH,oz,155208.0,ALL VEGETABLES
16801,PEAS  FRESH,168,PEAS FRESH,oz,162171.0,FRESH GREEN VEGETABLES
16901,BEANS  FRESH,169,BEANS FRESH,oz,155208.0,ALL VEGETABLES
16901,BEANS  FRESH,169,BEANS FRESH,oz,162171.0,FRESH GREEN VEGETABLES
17101,OTHER  FRESH  GREEN  VEGETABLES,171,OTHER FRESH GREEN VEGETABLES,oz,155208.0,ALL VEGETABLES
17101,OTHER  FRESH  GREEN  VEGETABLES,171,OTHER FRESH GREEN VEGETABLES,oz,162171.0,FRESH GREEN VEGETABLES
17201,CARROTS  FRESH,172,CARROTS FRESH,oz,155208.0,ALL VEGETABLES
17201,CARROTS  FRESH,172,CARROTS FRESH,oz,172183.0,OTHER FRESH VEGETABLES
17201,CARROTS  FRESH,172,CARROTS FRESH,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
17301,TURNIPS  AND  SWEDES  FRESH,173,TURNIPS & SWEDES FRESH,oz,155208.0,ALL VEGETABLES
17301,TURNIPS  AND  SWEDES  FRESH,173,TURNIPS & SWEDES FRESH,oz,172183.0,OTHER FRESH VEGETABLES
17301,TURNIPS  AND  SWEDES  FRESH,173,TURNIPS & SWEDES FRESH,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
17301,TURNIPS  AND  SWEDES  FRESH,173,TURNIPS & SWEDES FRESH,oz,173174.0,OTHER ROOT VEGETABLES
17401,OTHER  ROOT  VEG  FRESH,174,OTHER ROOT VEG FRESH,oz,155208.0,ALL VEGETABLES
17401,OTHER  ROOT  VEG  FRESH,174,OTHER ROOT VEG FRESH,oz,172183.0,OTHER FRESH VEGETABLES
17401,OTHER  ROOT  VEG  FRESH,174,OTHER ROOT VEG FRESH,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
17401,OTHER  ROOT  VEG  FRESH,174,OTHER ROOT VEG FRESH,oz,173174.0,OTHER ROOT VEGETABLES
17501,ONIONS  LEEKS  SHALLOTS  FRESH,175,ONIONS LEEKS SHALLOTS FRESH,oz,155208.0,ALL VEGETABLES
17501,ONIONS  LEEKS  SHALLOTS  FRESH,175,ONIONS LEEKS SHALLOTS FRESH,oz,172183.0,OTHER FRESH VEGETABLES
17501,ONIONS  LEEKS  SHALLOTS  FRESH,175,ONIONS LEEKS SHALLOTS FRESH,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
17601,CUCUMBERS  FRESH,176,CUCUMBERS FRESH,oz,155208.0,ALL VEGETABLES
17601,CUCUMBERS  FRESH,176,CUCUMBERS FRESH,oz,172183.0,OTHER FRESH VEGETABLES
17601,CUCUMBERS  FRESH,176,CUCUMBERS FRESH,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
17701,MUSHROOMS  FRESH,177,MUSHROOMS FRESH,oz,155208.0,ALL VEGETABLES
17701,MUSHROOMS  FRESH,177,MUSHROOMS FRESH,oz,172183.0,OTHER FRESH VEGETABLES
17701,MUSHROOMS  FRESH,177,MUSHROOMS FRESH,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
17801,TOMATOES  FRESH,178,TOMATOES FRESH,oz,155208.0,ALL VEGETABLES
17801,TOMATOES  FRESH,178,TOMATOES FRESH,oz,172183.0,OTHER FRESH VEGETABLES
17801,TOMATOES  FRESH,178,TOMATOES FRESH,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
18301,MISC  FRESH  VEGETABLES,183,MISC FRESH VEGTABLES,oz,155208.0,ALL VEGETABLES
18301,MISC  FRESH  VEGETABLES,183,MISC FRESH VEGTABLES,oz,172183.0,OTHER FRESH VEGETABLES
18301,MISC  FRESH  VEGETABLES,183,MISC FRESH VEGTABLES,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
18401,TOMATOES  CANNED  &  BOTTLED,184,TOMATOES CANNED AND BOTTLED,oz,155208.0,ALL VEGETABLES
18401,TOMATOES  CANNED  &  BOTTLED,184,TOMATOES CANNED AND BOTTLED,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
18401,TOMATOES  CANNED  &  BOTTLED,184,TOMATOES CANNED AND BOTTLED,oz,184192.0,OTHER VEGETABLES
18401,TOMATOES  CANNED  &  BOTTLED,184,TOMATOES CANNED AND BOTTLED,oz,184202.0,"PROCESSED VEGETABLES, NOT FROZEN"
18401,TOMATOES  CANNED  &  BOTTLED,184,TOMATOES CANNED AND BOTTLED,oz,184208.0,ALL PROCESSED VEGETABLES
18501,PEAS  CANNED,185,PEAS CANNED,oz,155208.0,ALL VEGETABLES
18501,PEAS  CANNED,185,PEAS CANNED,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
18501,PEAS  CANNED,185,PEAS CANNED,oz,184192.0,OTHER VEGETABLES
18501,PEAS  CANNED,185,PEAS CANNED,oz,184202.0,"PROCESSED VEGETABLES, NOT FROZEN"
18501,PEAS  CANNED,185,PEAS CANNED,oz,184208.0,ALL PROCESSED VEGETABLES
18801,BEANS  CANNED,188,BEANS CANNED,oz,155208.0,ALL VEGETABLES
18801,BEANS  CANNED,188,BEANS CANNED,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
18801,BEANS  CANNED,188,BEANS CANNED,oz,184192.0,OTHER VEGETABLES
18801,BEANS  CANNED,188,BEANS CANNED,oz,184202.0,"PROCESSED VEGETABLES, NOT FROZEN"
18801,BEANS  CANNED,188,BEANS CANNED,oz,184208.0,ALL PROCESSED VEGETABLES
18802,BAKED BEANS IN SAUCE,188,BEANS CANNED,oz,155208.0,ALL VEGETABLES
18802,BAKED BEANS IN SAUCE,188,BEANS CANNED,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
18802,BAKED BEANS IN SAUCE,188,BEANS CANNED,oz,184192.0,OTHER VEGETABLES
18802,BAKED BEANS IN SAUCE,188,BEANS CANNED,oz,184202.0,"PROCESSED VEGETABLES, NOT FROZEN"
18802,BAKED BEANS IN SAUCE,188,BEANS CANNED,oz,184208.0,ALL PROCESSED VEGETABLES
18803,OTHER CANNED BEANS AND PULSES,188,BEANS CANNED,oz,155208.0,ALL VEGETABLES
18803,OTHER CANNED BEANS AND PULSES,188,BEANS CANNED,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
18803,OTHER CANNED BEANS AND PULSES,188,BEANS CANNED,oz,184192.0,OTHER VEGETABLES
18803,OTHER CANNED BEANS AND PULSES,188,BEANS CANNED,oz,184202.0,"PROCESSED VEGETABLES, NOT FROZEN"
18803,OTHER CANNED BEANS AND PULSES,188,BEANS CANNED,oz,184208.0,ALL PROCESSED VEGETABLES
19101,OTHER CANNED VEG (NOT POTS TOMS PULSES),191,OTHER CANNED VEG (NOT POTS TOMS PULSES),oz,155208.0,ALL VEGETABLES
19101,OTHER CANNED VEG (NOT POTS TOMS PULSES),191,OTHER CANNED VEG (NOT POTS TOMS PULSES),oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
19101,OTHER CANNED VEG (NOT POTS TOMS PULSES),191,OTHER CANNED VEG (NOT POTS TOMS PULSES),oz,184192.0,OTHER VEGETABLES
19101,OTHER CANNED VEG (NOT POTS TOMS PULSES),191,OTHER CANNED VEG (NOT POTS TOMS PULSES),oz,184202.0,"PROCESSED VEGETABLES, NOT FROZEN"
19101,OTHER CANNED VEG (NOT POTS TOMS PULSES),191,OTHER CANNED VEG (NOT POTS TOMS PULSES),oz,184208.0,ALL PROCESSED VEGETABLES
19201,DRIED  PULSES  OTHER  THAN  AIR-DRIED,192,DRIED PULSES OTHER THAN AIR-DRIED,oz,155208.0,ALL VEGETABLES
19201,DRIED  PULSES  OTHER  THAN  AIR-DRIED,192,DRIED PULSES OTHER THAN AIR-DRIED,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
19201,DRIED  PULSES  OTHER  THAN  AIR-DRIED,192,DRIED PULSES OTHER THAN AIR-DRIED,oz,184192.0,OTHER VEGETABLES
19201,DRIED  PULSES  OTHER  THAN  AIR-DRIED,192,DRIED PULSES OTHER THAN AIR-DRIED,oz,184202.0,"PROCESSED VEGETABLES, NOT FROZEN"
19201,DRIED  PULSES  OTHER  THAN  AIR-DRIED,192,DRIED PULSES OTHER THAN AIR-DRIED,oz,184208.0,ALL PROCESSED VEGETABLES
19501,AIR-DRIED  VEGETABLES,195,AIR-DRIED VEGETABLES,oz,155208.0,ALL VEGETABLES
19501,AIR-DRIED  VEGETABLES,195,AIR-DRIED VEGETABLES,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
19501,AIR-DRIED  VEGETABLES,195,AIR-DRIED VEGETABLES,oz,184202.0,"PROCESSED VEGETABLES, NOT FROZEN"
19501,AIR-DRIED  VEGETABLES,195,AIR-DRIED VEGETABLES,oz,184208.0,ALL PROCESSED VEGETABLES
19601,VEGETABLE  JUICES,196,VEGETABLE JUICES,floz,155208.0,ALL VEGETABLES
19601,VEGETABLE  JUICES,196,VEGETABLE JUICES,floz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
19601,VEGETABLE  JUICES,196,VEGETABLE JUICES,floz,184202.0,"PROCESSED VEGETABLES, NOT FROZEN"
19601,VEGETABLE  JUICES,196,VEGETABLE JUICES,floz,184208.0,ALL PROCESSED VEGETABLES
19701,CHIPS EXCL FROZEN,197,CHIPS EXCL FROZEN,oz,155208.0,ALL VEGETABLES
19701,CHIPS EXCL FROZEN,197,CHIPS EXCL FROZEN,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
19701,CHIPS EXCL FROZEN,197,CHIPS EXCL FROZEN,oz,184202.0,"PROCESSED VEGETABLES, NOT FROZEN"
19701,CHIPS EXCL FROZEN,197,CHIPS EXCL FROZEN,oz,184208.0,ALL PROCESSED VEGETABLES
19801,INSTANT  POTATO,198,INSTANT POTATO,oz,155208.0,ALL VEGETABLES
19801,INSTANT  POTATO,198,INSTANT POTATO,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
19801,INSTANT  POTATO,198,INSTANT POTATO,oz,184202.0,"PROCESSED VEGETABLES, NOT FROZEN"
19801,INSTANT  POTATO,198,INSTANT POTATO,oz,184208.0,ALL PROCESSED VEGETABLES
19901,CANNED  POTATO,199,CANNED POTATO,oz,155208.0,ALL VEGETABLES
19901,CANNED  POTATO,199,CANNED POTATO,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
19901,CANNED  POTATO,199,CANNED POTATO,oz,184202.0,"PROCESSED VEGETABLES, NOT FROZEN"
19901,CANNED  POTATO,199,CANNED POTATO,oz,184208.0,ALL PROCESSED VEGETABLES
20001,CRISPS & OTHER POTATO PRODS NOT FROZEN,200,CRISPS & OTHER POTATO PRODS NOT FROZEN,oz,155208.0,ALL VEGETABLES
20001,CRISPS & OTHER POTATO PRODS NOT FROZEN,200,CRISPS & OTHER POTATO PRODS NOT FROZEN,oz,172208.0,"FRESH&PROCESS VEG,NOT GREENS&POTATOES"
